"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Barbados","BRB","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.35481872","38.02186311","36.4529363","35.78216008","36.23018896","36.89333489","36.66384096","36.71001547","35.17932132","36.07481233","37.90499645","42.01330226","38.399767","41.47149049","44.35199557","45.16694289","","","",
"Brunei Darussalam","BRN","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.83131342","16.80674643","16.41055086","17.05133911","16.90947855","16.33396764","14.68852216","12.78499927","10.1082283","9.49939725","8.26134884","8.4718688","8.85192896","8.41866884","6.48644054","6.0119631","","","",
"Bhutan","BTN","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2461762","11.08154111","11.65467039","19.71344255","18.65729789","18.90086062","18.1911415","16.63036938","16.25649601","16.71692882","16.60396188","16.44367366","21.32818011","21.17764088","21.81756984","19.79402051","","","",
"Botswana","BWA","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.19661985","9.40541472","11.7589417","8.60145062","6.7975254","6.43953575","5.57847048","4.47468313","4.35492945","4.73359076","5.14642878","4.62235932","5.03824591","5.42365474","5.33595677","5.26085","","","",
"Central African Republic","CAF","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.53360023","58.86994724","56.83062313","49.71875753","54.09284496","44.81169124","45.32995526","37.43876602","39.1935614","39.61168668","45.7339718","44.50695261","45.66956843","39.30642985","42.4835298","39.6015329","","","",
"Canada","CAN","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.60520987","15.92599507","15.90833861","15.25148088","15.28786929","15.36829459","15.84293433","15.54477673","15.40203481","15.02722624","15.49268359","14.70710214","14.51796589","14.42376672","14.47694552","14.58492763","","","",
"Central Europe and the Baltics","CEB","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.7359492998468","24.622796349045","23.1020476085659","22.0785419201926","23.9564652124854","22.9326732464889","23.0492344459818","23.1452063550535","22.4651249296381","22.4506081655555","22.4018499670175","23.0110772955246","23.5336687623177","22.7353621439989","22.4986736698956","22.9499035759853","","","",
"Switzerland","CHE","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.97535598","31.78956519","31.56169684","31.62420803","31.86128875","30.63059286","30.79313124","30.72587141","24.83545825","24.66503679","28.02180742","27.52304013","27.71693501","27.24994272","28.19327341","28.34571983","","","",
"Channel Islands","CHI","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.81496593","42.61519276","42.48400516","42.76383502","41.84411589","42.47087186","40.74997683","39.18727481","37.43042556","34.58894234","34.4676282","34.49926233","33.40764267","32.86746578","32.70209768","32.24071405","","","",
"China","CHN","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.90498148","62.22755165","60.126242","58.31157129","56.7403271","55.654763","52.74446896","46.95322232","43.14613395","40.79643551","38.51432389","37.70496033","37.23984859","36.93548843","35.15843667","32.38629624","","","",
"Cote d'Ivoire","CIV","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.50458561","54.96354683","49.04938448","52.81424849","55.29769813","60.38575189","62.26814707","63.70730581","61.25314003","59.18278712","58.1011609","60.18835644","53.67714998","56.86782014","52.29804246","36.01868035","","","",
"Cameroon","CMR","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.43001155","74.89511832","72.85498021","72.99537472","76.00624321","76.58249403","77.09382218","76.65479863","78.79976729","74.4190697","71.73981177","51.44400444","70.26735084","71.40277583","70.87862203","69.74412434","","","",
"Congo, Dem. Rep.","COD","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.02726335","71.798944","71.50885521","60.87482132","63.24967052","59.6143167","59.34852289","54.7303129","45.17922902","40.51434165","37.1113891","38.5217806","39.63495733","39.43297053","38.71640609","37.42670841","","","",
"Congo, Rep.","COG","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.69972395","45.78503177","61.4227081","61.43461656","55.60840617","51.978612","48.68207122","49.1567626","37.8508119","50.37175922","42.15446621","41.09134584","39.66907366","41.44997243","38.21372413","43.84371093","","","",
"Colombia","COL","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.18518873","13.49747422","11.76100566","8.65049775","15.26016973","18.07693877","19.6977637","21.64654031","23.48730387","20.47759179","19.53849445","17.45315399","16.53684759","15.68748473","17.24920288","18.29434999","","","",
"Comoros","COM","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.12648065","83.61632464","78.70334977","79.11819521","79.56523561","79.98524107","80.35708183","80.64834145","80.94499823","81.52303223","78.49199145","70.39695333","78.07543261","76.10646023","76.47745565","74.81435289","","","",
"Cabo Verde","CPV","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.25918915","23.3310828","23.52381464","24.17235367","23.83398659","24.59075438","23.79957368","22.91623247","24.45169155","24.22958638","28.08190474","25.8929292","24.89601957","26.3113433","25.30909073","23.17075171","","","",
"Costa Rica","CRI","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.82390774","32.03182189","30.80615546","30.83632233","32.13118884","32.79625671","31.08621574","30.93774947","29.55152094","26.47463298","25.4374952","24.87467635","23.62884401","21.83812575","23.34920995","21.48575441","","","",
"Caribbean small states","CSS","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.8348661814305","35.4050773513967","32.0554105221203","35.6012087287317","35.4543025278421","36.2129818214454","34.0694939211049","36.4251198414539","35.9789579975506","35.3745392369033","32.4873476566476","33.8070424824029","33.3100032314297","32.5908104426178","32.8210144313494","31.7652721153833","","","",
"Cuba","CUB","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.86018313","55.18530202","52.76921708","48.56432152","51.02367732","51.24283373","49.74003956","50.36020527","51.36638579","49.93459905","40.95311671","42.79951866","44.05083497","43.11855767","44.77864285","43.88679552","","","",
"Czech Republic","CZE","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.19750658","10.64326621","10.00170304","10.36722433","10.70501415","11.09285227","11.64602423","13.63102535","16.13297069","15.05053904","15.25087462","15.02145876","15.29148838","13.58585395","14.08199213","14.82839462","","","",
"Germany","DEU","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.01603803","12.02252045","12.33538878","12.6698151","14.08349672","14.18250725","14.28547855","14.2228067","13.97134947","13.77978693","13.9062264","13.88282675","13.92036399","13.15915118","12.73796444","12.52842194","","","",
"Djibouti","DJI","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.3324659","54.7303422","42.81144253","36.94394741","41.30123926","41.67883187","37.76251637","35.84453327","31.61331961","30.16868952","29.03930936","24.22880566","22.94796629","24.05808347","22.65952631","20.38418935","","","",
"Dominica","DMA","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.29620243","28.76929909","29.10088074","29.74293124","29.98424668","33.11691118","30.76046205","32.93648816","33.38757007","29.37279789","29.63702791","32.65018292","29.73058064","31.69798901","30.16931101","28.41137397","","","",
"Denmark","DNK","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.35643214","15.11594791","14.7283853","14.55719456","14.87114086","14.70920756","14.52642908","14.56182547","14.11779811","13.68460563","13.6960201","14.48853058","14.1212579","13.74989736","13.96037924","13.72279238","","","",
"Dominican Republic","DOM","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.51787916","63.78323797","61.91912802","64.42558994","62.25455995","53.87615797","54.74829284","47.68990075","43.60169653","42.82155515","43.91645805","42.44401495","42.86121219","43.08975947","43.31021393","43.67931548","","","",
"Algeria","DZA","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.79451389","21.66852471","22.52488338","21.14863711","26.09432671","28.09361341","29.12135964","28.08858198","26.14695866","27.44950756","28.88244262","27.87346601","25.71587862","27.56191799","26.65853292","28.09868089","","","",
"East Asia & Pacific (excluding high income)","EAP","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.6252990747251","57.3401567233281","55.9484664335131","54.2888487268039","53.1049956025228","53.10431613713","50.1298777289323","45.295450170542","42.3874780954657","40.5219279485979","39.4138774980284","38.7060247671513","38.0280655777853","37.5530532945307","35.9531042785381","33.4664542420457","","","",
"Early-demographic dividend","EAR","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.3468848807312","47.5018237211753","47.276482852531","45.5629796670668","44.8031642860399","46.0290846839871","44.9839804891726","44.4366227245382","42.9961057483851","41.8317784679428","42.0335366697124","40.1590162219769","39.1882625130282","39.301476192374","38.3323986795726","38.8256772095553","","","",
"East Asia & Pacific","EAS","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.4735845799347","24.3573005584673","25.1751457491792","25.8166652175218","25.3899300580582","25.7819524647195","26.8249643730753","26.0420634317699","25.5592654303026","24.9493086631477","24.6900396299981","23.6120955493807","24.0608487453265","25.3609842594945","25.6983354036025","26.1124614623465","","","",
"Europe & Central Asia (excluding high income)","ECA","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.683463715277","31.7530348022452","30.3674761892681","30.3199978032943","31.9408839889919","31.7364774435968","31.4114190426235","31.214819623255","30.3428362592528","30.7666202088755","31.4819842623407","31.8719139969465","31.9900740551684","33.1170771673292","34.1832812595489","34.3236900497308","","","",
"Europe & Central Asia","ECS","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.0958238745159","15.8972098175194","15.7460810378531","15.8756283587438","16.116201678917","16.1689833061666","16.2849332251386","16.3917591561303","16.7157908755404","16.068704939692","16.4995355747963","16.7603946706872","17.0299281607466","17.5363377338622","17.4702004881304","17.3468532001201","","","",
"Ecuador","ECU","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.88641364","61.23525211","62.8635636","62.23553972","61.04936868","63.01199516","61.12557435","53.55888192","54.49905014","52.8022469","49.48545348","45.07678099","43.19905006","42.40789132","41.42527062","43.712133","","","",
"Egypt, Arab Rep.","EGY","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.48934841","63.8256088","63.76679572","65.40507543","64.55257","64.58325858","60.41719664","60.3274921","61.82380216","60.43681227","62.62810294","60.49510467","62.98622951","61.2108193","59.03896572","61.95896546","","","",
"Euro area","EMU","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7714825417348","14.5211238524461","14.403008133077","14.6398404460816","14.9175084875694","14.9517698911343","14.9308713619873","14.8854764286145","15.5867156109739","14.8522654856059","14.9401769341324","15.1534552279359","15.1621011067236","15.0936491553867","15.0604886309626","15.0120904272589","","","",
"Eritrea","ERI","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.4166087","48.38340577","43.44176291","38.93305608","35.13972101","35.23891432","34.54866794","44.09306151","37.67410174","47.59939224","49.42951544","48.72714439","52.39501999","53.8198017","51.24136527","52.37534763","","","",
"Spain","ESP","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.32431758","24.85228637","24.59955165","22.57592046","22.33024368","21.96168508","21.26748492","21.02586346","21.01524109","19.49299195","20.73424028","21.08083298","22.8087922","23.92297149","24.60870469","24.22901852","","","",
"Estonia","EST","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.36461765","19.24532369","20.55887301","20.58556695","21.44564861","20.53408582","25.34640721","22.23352478","20.72101277","20.3366665","21.92338557","21.56001447","21.51796393","22.60907091","22.62116839","22.77200698","","","",
"Ethiopia","ETH","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.95529877","34.41197252","37.18597837","34.26617209","34.74138545","31.34029734","35.43102274","34.38055605","38.47733449","38.39601236","42.04464393","46.11511679","41.864996","42.40406842","38.47412408","37.81040625","","","",
